"id","price","sqft","bed","bath","ac","cars","pool","built","quality","style","lot","highway","fitted.m3","fitted.m4","lot.discrete","resid.m5","fitted.m5","resid.m5b"
"173",364500,2616,3,4,"yes",2,"no",1977,"medium",7,32655,"no",12.6865265474132,12.6552218010158,"large",0.0471651476798637,12.759116682751,-1169.94134847395
"174",357500,3630,4,3,"yes",2,"no",1969,"medium",7,23283,"no",13.1034376835403,12.8644204989761,"large",-0.183024281887842,12.969914923004,-102669.689469279
"175",295000,1954,3,3,"yes",3,"yes",1962,"medium",3,19300,"no",12.320239121664,12.3346503375182,"large",0.308304895234178,12.2864257400878,71856.0930931476
"176",274500,1926,5,3,"yes",2,"no",1986,"medium",7,26418,"no",12.3031079837014,12.3605880499491,"large",0.0406803398427358,12.482026200089,-8409.98907227081
"177",259000,2556,3,2,"yes",2,"no",1957,"medium",1,80886,"no",12.6563917953513,12.745931065408,"huge",-0.190895714078041,12.6554790547597,-94713.2607462298
"178",415000,2282,5,4,"yes",2,"no",1987,"medium",3,23003,"no",12.5110145329042,12.4922346851312,"large",0.290652968992709,12.6453808302201,88039.7015107035
"179",443000,3314,3,4,"yes",3,"no",1986,"medium",7,22012,"no",12.9922201050411,12.7978948682841,"large",-0.00472187958353245,13.0060469286108,-11692.0323204458
"180",249000,2001,3,3,"yes",2,"no",1981,"medium",3,23812,"no",12.3486959888538,12.3809489764166,"large",-0.0348930557771111,12.460101231224,-28499.8949402251
"181",330000,2607,5,2,"yes",2,"no",1976,"medium",3,23139,"no",12.6820452645142,12.610104007885,"large",0.114185956455343,12.5926619769873,-10413.7830784077
"182",291000,2840,4,4,"yes",2,"no",1965,"medium",7,23079,"no",12.7936340549578,12.6829127540593,"large",-0.125451049154833,12.7065295953085,-62743.5653211198
"183",418000,3036,3,5,"no",2,"no",1977,"medium",7,33746,"no",12.7515782828136,12.696377619431,"large",-0.0238865096644675,12.9671232211714,-5853.9876335264
"184",320000,2240,4,2,"yes",3,"no",1974,"medium",3,18682,"no",12.4876047673546,12.4503646926286,"large",0.264234248778255,12.4118420259977,40499.2203346434
"185",264000,1788,3,3,"no",2,"no",1969,"medium",1,18484,"no",12.0879401115153,12.1661408509758,"large",0.219409697093065,12.2642946850354,49869.16612358
"186",381000,2620,5,4,"yes",2,"no",1965,"medium",7,28093,"no",12.6885138183415,12.6381464420131,"large",0.191807948954259,12.6587467051546,46187.5676119277
"187",250000,1480,3,3,"yes",2,"no",1984,"medium",3,14230,"no",12.0123032792388,12.0689181470477,"large",0.222550147170847,12.2066660496735,56969.4763516179
"188",360000,2588,3,3,"yes",2,"yes",1968,"medium",2,19004,"no",12.6725396570166,12.579666597875,"large",0.2413530870412,12.5525062233911,44422.4844902394
"189",369500,3138,4,4,"yes",2,"no",1969,"medium",7,18190,"no",12.922931869757,12.734111023453,"large",0.0182790075057841,12.8016270118646,-19320.9325919798
"190",285400,2460,5,4,"yes",2,"no",1979,"medium",7,27492,"no",12.606906008314,12.5803815826476,"large",-0.125762307618054,12.6874092916429,-56376.3297621959
"191",409000,3566,4,4,"yes",2,"no",1976,"medium",7,18044,"no",13.0822804945303,12.8225125699425,"large",-0.0791741842823447,13.0006446193073,-48316.8638796729
"192",333000,2692,5,4,"yes",3,"no",1984,"medium",7,22020,"no",12.7238205894535,12.6317702832921,"large",-0.0517383217507024,12.7676360907133,-38204.0966781011
"193",362000,2958,5,4,"yes",3,"no",1987,"medium",7,45200,"no",12.8466339810494,12.7986841972275,"huge",-0.201112491069765,13.0005119818777,-82806.741323854
"194",387500,3164,4,4,"yes",2,"yes",1966,"medium",7,23856,"no",12.9334984088028,12.7735735795665,"large",0.0316011851961875,12.8358699425794,-11200.7711032884
"195",239000,2058,3,3,"yes",2,"no",1969,"medium",2,21046,"no",12.3827047275742,12.3903471364399,"large",0.000870669923884201,12.3833481609898,-15671.0928903453
"196",299900,2717,3,4,"yes",2,"no",1983,"medium",7,22083,"no",12.7358742095267,12.6400451656495,"large",-0.159520025564945,12.770724390302,-72601.3215552406
"197",335000,2920,4,3,"yes",3,"no",1987,"medium",7,22434,"no",12.8298240446828,12.7024626224315,"large",-0.100469295024857,12.8223551058321,-69276.4619795239
"198",275000,2554,5,3,"yes",2,"no",1960,"medium",7,21820,"no",12.6553767866031,12.5850267247037,"large",0.0134053685381586,12.5111210081105,-26445.473635825
"199",328000,2805,3,4,"yes",2,"no",1988,"medium",7,22582,"no",12.7774595556105,12.6698448371669,"large",-0.137726574430527,12.8384954617968,-66929.4850152091
"200",333000,2736,4,3,"yes",2,"yes",1979,"medium",7,29591,"no",12.7449640557607,12.6817871135466,"large",-0.033253373951308,12.7491511429139,-44454.6975091046
"201",397000,3516,5,7,"yes",3,"no",1996,"medium",7,34795,"no",13.0652679972863,12.8939490515845,"large",-0.477594616517646,13.369286176187,-134157.330669231
"202",374800,3536,6,4,"yes",2,"yes",1978,"medium",7,19997,"no",13.0721238849555,12.8298116635824,"large",-0.185234220594829,13.0193820499412,-87536.3909607164
"203",520000,2138,5,3,"yes",3,"no",1956,"medium",1,86830,"no",12.4295067224633,12.5971229599296,"huge",0.602268297169704,12.5593157933879,215393.04089247
"204",325000,2718,4,4,"yes",3,"no",1978,"medium",6,22842,"no",12.7363541491496,12.6444923971428,"large",-0.0527897880168413,12.7443702493287,-39059.0613597132
"205",295000,2178,5,3,"yes",2,"no",1958,"medium",1,25891,"no",12.4525006097353,12.4654831791861,"large",0.205012792019027,12.3897178433029,37660.1656511499
"206",415000,3152,5,4,"yes",2,"no",1980,"medium",6,24446,"no",12.9286357934838,12.7736660233346,"large",0.0103278763207404,12.9257059228921,-11716.3017380932
"207",224900,2611,3,3,"yes",2,"no",1987,"medium",7,6924,"no",12.6840386420951,12.463895104197,"large",-0.19549782573197,12.5189089636794,-85081.788546762
"208",265000,2060,4,3,"yes",2,"no",1981,"medium",2,13091,"no",12.3838880085271,12.333137393878,"large",0.103381122151425,12.3841039828169,7866.05529374661
"209",299900,2448,4,4,"yes",3,"no",1979,"medium",7,26790,"no",12.6006103651877,12.5729120599737,"large",-0.0676419125492639,12.6788462772864,-39137.2445273245
"210",390000,4050,6,5,"yes",2,"yes",1966,"medium",7,18262,"no",13.2250406206118,12.8881924150111,"large",-0.290128862536255,13.1640308806421,-112410.805388568
"211",271000,2414,3,3,"yes",2,"no",1914,"medium",7,24357,"no",12.5826400595988,12.5489371029794,"large",0.328028038092145,12.1818460617697,75649.9264768459
"212",330000,3072,4,3,"yes",2,"no",1966,"medium",7,16431,"no",12.8955941224263,12.705166881648,"large",0.0153786188162016,12.6914693146265,-36554.3121957505
"213",350000,2525,3,3,"yes",3,"no",1983,"medium",4,27138,"no",12.6405829114117,12.6017052092283,"large",0.0813743987947107,12.6843140346709,-4585.18712652347
"214",310000,2866,5,3,"yes",3,"no",1961,"medium",7,25249,"no",12.8055148813439,12.701499276456,"large",-0.0101527040528138,12.6544802805141,-40132.9052101848
"215",340000,3246,4,4,"yes",3,"no",1987,"medium",7,52218,"no",12.9660725290635,12.8885104357394,"huge",-0.391757312230921,13.1284582088233,-148323.518489479
"216",307000,2707,4,4,"yes",2,"no",1992,"medium",7,22094,"no",12.7310654836903,12.6369483858201,"large",-0.190568373566288,12.8251714001356,-82510.1074710226
"217",304000,2300,5,3,"yes",2,"no",1961,"medium",3,35824,"no",12.5209556897795,12.5533562393353,"huge",0.118624639441546,12.5061583409468,9845.38953960187
"218",275900,1860,3,3,"yes",2,"no",1957,"medium",1,40741,"no",12.2622012543203,12.3836898592305,"huge",0.186047861038074,12.3417458991673,40063.8485495492
"219",315000,3636,5,3,"yes",2,"no",1976,"medium",7,19776,"no",13.1053855478699,12.845428250823,"large",-0.330291326814742,12.9906192446225,-152526.622198929
"220",295000,1910,4,3,"yes",2,"no",1968,"medium",1,30996,"no",12.2932590525166,12.372956196029,"large",0.208475734672197,12.3862549006498,43205.9809184621
"221",251010,2280,4,2,"yes",2,"no",1956,"medium",1,25543,"no",12.5099065673332,12.5042671782766,"large",0.0719614652370478,12.3612865927207,-11662.7064063969
"222",335000,3386,4,5,"no",2,"no",1965,"medium",7,38428,"no",12.8902579405743,12.7936068821978,"huge",-0.316000627429251,13.0378864382365,-115267.566894251
"223",343500,2324,5,4,"yes",3,"no",1967,"medium",3,22435,"no",12.534125072477,12.5053092849453,"large",0.219272171816158,12.5276702188284,52925.2881371095
"224",297000,1970,4,3,"yes",2,"no",1972,"medium",3,25814,"no",12.3299686338649,12.3772694855227,"large",0.197479657948174,12.4040077598367,37957.5297197899
"225",281000,2062,3,3,"yes",2,"yes",1977,"medium",2,23608,"no",12.3850706109629,12.406093483891,"large",0.0910608694453488,12.4550490788705,4226.82020746335
"226",235000,2617,4,3,"yes",2,"no",1985,"medium",7,8903,"no",12.6870236195892,12.4966299036189,"large",-0.181782940393958,12.5491237335203,-83414.2903678051
"227",237000,2612,4,3,"yes",2,"no",1985,"medium",7,10144,"no",12.6845365624172,12.5109271783033,"large",-0.192738836375335,12.5685542564926,-86861.6372394092
"228",274900,2472,3,3,"yes",2,"no",1969,"medium",7,22451,"no",12.6131772248299,12.5598937931615,"large",-0.0198528121498565,12.5440154863032,-35664.2218664709
"229",229900,1922,4,2,"yes",2,"no",1957,"medium",1,15791,"no",12.300649822007,12.2958695375442,"large",0.185798755740107,12.1596009550112,33353.8124236696
"230",259000,1852,3,2,"yes",2,"no",1984,"medium",3,22204,"no",12.2571926526256,12.305796871047,"large",0.10090543937199,12.3636779013097,710.491986184685
"231",245000,2239,3,3,"yes",2,"no",1986,"medium",3,22216,"no",12.4870437449557,12.4711562535393,"large",-0.158327846883518,12.5673413364104,-69809.4474809968
"232",208000,2068,3,2,"yes",2,"no",1979,"medium",1,34773,"no",12.3886143471689,12.4559924270496,"large",-0.237528908883703,12.4828222675672,-88652.9696579314
"233",421000,2101,3,3,"no",2,"no",1956,"medium",1,65499,"no",12.2792028380997,12.4598161897866,"huge",0.450386176768604,12.5000019358959,134267.016767102
"234",320000,2200,4,3,"yes",2,"no",1968,"medium",1,31450,"no",12.4650315605942,12.4981372794742,"large",0.182278960716954,12.493797314059,30486.8652127558
"235",256000,1972,3,3,"no",2,"no",1989,"medium",3,32027,"no",12.202388867777,12.317034507398,"large",-0.096451008631041,12.5493837320927,-47852.4507056518
"236",275000,2007,3,3,"yes",2,"yes",1959,"medium",3,21311,"no",12.3523018093611,12.3699836772791,"large",0.222073809528009,12.3024525671207,46551.4713985806
"237",222000,2612,4,3,"yes",2,"no",1985,"medium",7,8229,"no",12.6845365624172,12.4853428310398,"large",-0.224061804338379,12.5344944651928,-92104.1324183545
"238",249900,2124,4,1,"yes",3,"no",1974,"medium",2,21834,"no",12.4213947420659,12.4225299668254,"large",0.0839967216350425,12.344819395188,-19049.8184672403
"239",273500,2612,4,3,"yes",2,"no",1985,"medium",7,8924,"no",12.6845365624172,12.4952577244256,"large",-0.0286370099316125,12.5476939107758,-44385.5312172368
"240",218500,2548,2,2,"yes",2,"no",1984,"medium",3,10210,"no",12.6523276892569,12.4900997536419,"large",-0.195080329926517,12.4896216234443,-92454.5252495481
"241",377000,2767,3,3,"yes",3,"no",1941,"medium",4,75232,"no",12.7596633948509,12.8054768743838,"huge",0.17255860613169,12.6674418602985,29177.2794697914
"242",220000,2025,3,3,"yes",2,"no",1989,"medium",3,19618,"no",12.3630826309672,12.3676381481138,"large",-0.187431199078225,12.4888140244127,-67763.2381928827
"243",192900,1956,4,2,"yes",2,"no",1962,"medium",2,21779,"no",12.3214576854984,12.3503119384374,"large",-0.0865626234131116,12.2564898223069,-33129.3400601127
"244",298750,2460,4,3,"yes",2,"no",1967,"medium",3,23907,"no",12.606906008314,12.5632953725504,"large",0.070356774765148,12.5370056074627,-9153.63706163257
"245",315000,2764,3,3,"yes",3,"no",1972,"medium",7,23947,"no",12.7582480025928,12.664571886053,"large",-0.019420648115252,12.679748565923,-41956.7688621468
"246",315000,2004,4,3,"yes",2,"no",1967,"medium",3,24453,"no",12.350499662439,12.3855001755895,"large",0.285025101672883,12.3753028161349,64286.9198930318
"247",465900,2852,4,3,"yes",2,"yes",1961,"medium",7,34040,"no",12.7991317621459,12.7339551497588,"large",0.353688242342041,12.6980380554628,103622.187375892
"248",239500,2096,3,3,"yes",2,"no",1977,"medium",1,15237,"no",12.4050710392789,12.3668812247536,"large",-0.00978968037318818,12.3960983762063,-21195.0459756685
"249",276000,2330,3,3,"yes",2,"no",1989,"medium",7,17433,"no",12.5374021515199,12.4767423584169,"large",-0.0520498659359755,12.5802060106353,-45212.9766180755
"250",226000,2520,4,3,"yes",2,"no",1978,"medium",7,12145,"no",12.63801782479,12.5016482864343,"large",-0.191101598868741,12.5193918771232,-80302.7650633896
"251",235000,2528,3,3,"yes",2,"no",1977,"medium",3,26469,"no",12.6421199278339,12.5996931441597,"large",-0.275335980674133,12.6426767738004,-106629.02798672
"252",247000,2030,4,3,"yes",3,"no",1988,"medium",3,23202,"no",12.3660675499544,12.3903071845663,"large",-0.09435580705013,12.5114994226602,-47198.1072536269
"253",182000,2208,2,2,"yes",2,"no",1985,"medium",7,6734,"no",12.4695679144888,12.3128720846042,"large",-0.193239067952689,12.3050010340116,-68145.7376884867
"254",180000,1500,2,1,"yes",0,"no",1938,"medium",3,39776,"no",12.0260664695019,12.2050152998221,"huge",0.116527345108158,11.9841847847642,35830.1946944631
"255",249000,2078,5,3,"yes",2,"no",1965,"medium",1,21512,"no",12.3945070038396,12.4014923534261,"large",0.0568157775513173,12.3683923978955,-1130.21736935455
"256",260000,2442,4,3,"yes",2,"no",1969,"medium",2,21149,"no",12.5974533836457,12.5418370820915,"large",-0.0549725476534663,12.5234094576511,-43946.12588655
"257",219900,2612,3,3,"yes",2,"no",1986,"medium",7,11288,"no",12.6845365624172,12.5239943562672,"large",-0.291465711890909,12.5923938884338,-110974.476249682
"258",295000,2268,4,3,"yes",3,"no",1972,"medium",2,23976,"no",12.5032445250517,12.4918579860496,"large",0.0946709512646589,12.5000596840573,1339.60228425758
"259",290000,2734,4,3,"yes",2,"no",1971,"medium",7,23488,"no",12.7440101135384,12.6529176481904,"large",-0.081637885480291,12.6592740874429,-60193.1374022809
"260",300000,2228,4,3,"yes",2,"no",1982,"medium",3,21232,"no",12.4808613030385,12.461263537692,"large",0.0813355242212704,12.5302022294171,-3174.77588599966
"261",354900,3000,5,4,"yes",3,"no",1973,"medium",7,21643,"no",12.8649284072812,12.7200200209718,"large",-0.0260568396940241,12.8056481783286,-32517.5149196327
"262",261000,2404,5,3,"yes",3,"yes",1973,"medium",2,17791,"no",12.5773173571696,12.5068600548247,"large",-0.0349793331900363,12.5072550194949,-38145.5917006259
"263",174500,1840,3,2,"yes",2,"no",1960,"medium",1,16356,"no",12.2496593945748,12.2628915597055,"large",-0.0852356495908363,12.1549156702155,-19299.6905962301
"264",244900,2107,3,2,"no",2,"no",1947,"medium",6,30050,"no",12.2827068810637,12.3670386546691,"large",0.141599575155122,12.2670056677851,15008.3322543992
"265",274900,2788,4,3,"yes",2,"no",1984,"medium",7,18960,"no",12.7695283940898,12.6433385919726,"large",-0.203598911957503,12.7277615861108,-98582.1615254227
"266",214000,2416,3,3,"yes",2,"no",1984,"medium",3,15594,"no",12.5837025645338,12.4951366578981,"large",-0.287298193950397,12.5610294879544,-102852.372465697
"267",283000,2430,3,4,"yes",3,"no",1984,"medium",6,18164,"no",12.5911211006039,12.5188886743139,"large",-0.0880737967979152,12.6412759734233,-45761.2449824566
"268",177900,1584,3,2,"yes",2,"no",1989,"medium",2,13947,"no",12.0831309280929,12.1198033551276,"large",-0.134021414069705,12.2229982877236,-34617.5250741393
"269",237500,1873,3,3,"yes",2,"no",1978,"medium",3,21998,"no",12.2703170776832,12.314268480415,"large",-0.00352563755472792,12.3814485400116,-13867.6621078487
"270",202150,1644,4,3,"yes",2,"no",1976,"medium",2,19499,"no",12.1231584573473,12.1907332265927,"large",-0.0491125649339823,12.2658778400029,-10285.6678165723
"271",235000,2400,4,3,"yes",2,"no",1976,"medium",7,44347,"no",12.5751835265792,12.6170797161746,"huge",-0.306484334456798,12.6738251275831,-112319.222819199
"272",217000,2094,4,3,"yes",2,"no",1984,"medium",3,18617,"no",12.4038999716312,12.3905432773907,"large",-0.185441691927453,12.4730943244501,-66987.8702383411
"273",285000,2561,3,3,"yes",3,"no",1981,"medium",7,18985,"no",12.6589263487101,12.5703983298884,"large",-0.0660739348477989,12.6263183940986,-53461.8731602982
"274",217500,1752,3,2,"yes",2,"no",1976,"medium",2,24053,"no",12.1936691335531,12.2687987608627,"large",0.00107099756374046,12.2888831319471,-15513.5786626529
"275",210000,1738,5,3,"yes",2,"no",1983,"medium",3,15206,"no",12.1846404767505,12.2060398402332,"large",-0.049728790443874,12.3045916001435,-17048.8589102185
"276",183340,2068,3,2,"yes",3,"no",1977,"medium",1,24325,"no",12.3886143471689,12.4122952879554,"large",-0.29266448528814,12.4117621168039,-92589.0968524238
"277",252000,2428,4,3,"yes",2,"no",1966,"medium",7,22727,"no",12.5900633452876,12.5455682680186,"large",-0.0735317271407174,12.5107160936343,-47426.4482716593
"278",237000,2090,4,2,"yes",2,"no",1969,"medium",1,22055,"no",12.4015558007851,12.4095889323255,"large",0.0235718697081801,12.3522435504091,-20936.5641424984
"279",205000,1820,3,2,"yes",2,"no",1944,"medium",2,28023,"no",12.2370496831339,12.3194715951656,"large",0.0985468688673239,12.1322183892532,21110.7834167819
"280",285000,3219,4,4,"yes",2,"no",1944,"medium",6,28200,"no",12.9554728538092,12.8069916725123,"large",-0.181046140400402,12.7412905996512,-83885.1908795248
"281",210000,2654,3,5,"yes",2,"no",1962,"medium",1,28882,"no",12.7052960407436,12.6526956376575,"large",-0.45172671967659,12.7065895293762,-127365.149120055
"282",280000,1802,4,3,"yes",2,"no",1956,"medium",1,27700,"no",12.2256429296375,12.3096606854009,"large",0.291084685841584,12.2514601963098,71594.304611944
"283",207000,1765,3,2,"yes",2,"no",1976,"medium",2,22983,"no",12.2020231163669,12.2694099587187,"large",-0.0457158028325407,12.28618987508,-25551.7771107122
"284",221000,2786,4,3,"yes",2,"no",1976,"medium",7,22875,"no",12.7685920933083,12.6656867365695,"large",-0.400128122460841,12.7060461029607,-144747.640344847
"285",257000,1794,3,2,"yes",2,"no",1960,"medium",3,21691,"no",12.2205556199761,12.2760098664334,"large",0.272640984217902,12.1841903796595,55909.7416018157
"286",274000,2768,3,3,"no",2,"no",1921,"medium",7,26268,"no",12.6313419512251,12.5896248168681,"large",0.153249277749653,12.3676341076206,15707.3112519605
"287",262000,2288,3,2,"yes",2,"no",1963,"medium",3,16975,"no",12.5143343585152,12.4573967768207,"large",0.133328272859812,12.3427715098834,3158.34364118695
"288",204400,2028,3,2,"yes",2,"no",1951,"medium",1,26777,"no",12.3648740912472,12.4069715670908,"large",-0.0175213633710032,12.2453555006827,-18139.7503855411
"289",254900,2620,5,3,"yes",2,"no",1966,"medium",7,27989,"no",12.6885138183415,12.6376929017492,"large",-0.165626271418117,12.6142528617823,-78762.8528772936
"290",244000,1644,3,3,"yes",2,"no",1980,"medium",2,32164,"no",12.1231584573473,12.2519353169337,"large",0.0317943567670754,12.3731291475083,105.91311501346
"291",213000,1888,3,2,"yes",3,"no",1958,"medium",1,14757,"no",12.2796458671157,12.2722680862394,"large",0.126358704088727,12.1426887406028,21925.7892079787
"292",240000,2116,4,3,"yes",2,"no",1964,"medium",7,22041,"no",12.416744397323,12.4203665031342,"large",0.00870898368105761,12.3796852186431,-14087.6540002199
"293",235000,2313,4,3,"yes",2,"no",1972,"medium",7,24705,"no",12.5281012338978,12.5128990208413,"large",-0.153915296890545,12.5212560900168,-65805.0495176761
"294",206000,1824,4,2,"yes",2,"no",1959,"medium",1,14748,"no",12.2395770535577,12.2428320295454,"large",0.109809478445717,12.125821969326,21099.5944966918
"295",237000,1942,4,3,"yes",2,"no",1972,"medium",2,23105,"no",12.3129134898012,12.3513340644458,"large",1.13424394785396e-05,12.3758040776778,-13295.442549486
"296",274000,2184,4,3,"yes",2,"no",1977,"medium",3,19090,"no",12.4559262839912,12.4306458422995,"large",0.0561694184598637,12.4647139669103,-8449.03773866837
"297",275000,2578,3,3,"yes",2,"no",1965,"medium",7,22299,"no",12.6675121094624,12.5958459510269,"large",-0.0310520250926685,12.5555784017414,-40669.6892555044
"298",218400,2036,4,3,"yes",2,"no",1960,"medium",7,21996,"no",12.3696438549741,12.3863550543285,"large",-0.0304806076538353,12.3245641305067,-17257.3265900534
"299",156000,1384,2,1,"no",2,"no",1961,"medium",1,26706,"no",11.816502568589,12.0075725751602,"large",-0.0678530529255973,12.0254643391573,-1445.6744709709
"300",220000,1826,4,3,"yes",2,"no",1952,"medium",1,19870,"no",12.2408397209942,12.2802137234498,"large",0.121077227932437,12.1803055974021,32139.8017524445
"301",171500,1681,3,2,"yes",1,"no",1957,"medium",1,15985,"no",12.1475377007189,12.1846042211643,"large",-0.0218460053510943,12.0741845509392,5166.64907828112
"302",180000,1726,3,2,"yes",2,"no",1962,"medium",1,26769,"no",12.1768751659014,12.2694451706769,"large",-0.105947348373216,12.2066594782456,-26273.366801018
"303",204000,1910,3,2,"yes",2,"no",1958,"medium",3,15423,"no",12.2932590525166,12.2876010224112,"large",0.0680215324474131,12.1578537403789,8057.07399655027
"304",307000,2664,4,3,"yes",2,"no",1962,"medium",7,22684,"no",12.7101946700764,12.626402690541,"large",0.064378881749619,12.5702241448197,-14364.987595649
"305",265000,2116,3,3,"yes",2,"no",1976,"medium",2,33344,"no",12.416744397323,12.470989521984,"large",-0.0369168122692879,12.5244019172376,-32744.9972078484
"306",209900,2030,3,3,"yes",2,"no",1959,"medium",1,21914,"no",12.3660675499544,12.3833231109577,"large",-0.0609499267756465,12.3153364325844,-22787.5689547872
"307",173000,1940,3,2,"no",2,"no",1956,"medium",3,11610,"no",12.1828972745614,12.1788035968624,"large",-0.0485669230477426,12.1096137965277,-9471.4705938562
"308",189000,1676,3,3,"no",2,"no",1965,"medium",3,21780,"no",12.0154638769238,12.132503590771,"large",-0.0751110824751248,12.2246133765169,-10361.2162280776
"309",222500,2120,3,2,"yes",2,"yes",1959,"medium",1,17883,"no",12.4190709267284,12.3964622308907,"large",0.0481313852829885,12.2645509953054,-9196.88250514466
"310",265000,2152,4,3,"yes",2,"no",1987,"medium",1,26075,"no",12.4375854555299,12.4557632393677,"large",-0.0808213572233425,12.5683064621917,-48196.103816216
"311",264670,1984,4,3,"yes",2,"no",1966,"medium",1,31204,"no",12.3384463349006,12.4065982451187,"large",0.0849447891658848,12.4012942567744,7170.6363299472
"312",200750,1575,3,3,"yes",2,"no",1957,"medium",1,25543,"no",12.0770741288261,12.1892535785248,"large",0.047436331622523,12.1623793001865,23090.133439189
"313",227900,1798,3,3,"yes",2,"no",1978,"medium",2,17820,"no",12.2231006318407,12.2538466268346,"large",0.0167038605000782,12.3199583547337,-4064.73525528949
"314",255000,2017,3,1,"no",1,"no",1958,"medium",3,86571,"no",12.2295050380806,12.4582371585449,"huge",0.0218529214560293,12.4271659026845,-32059.404425095
"315",208500,1904,3,3,"yes",2,"no",1978,"medium",2,15559,"no",12.2895545077925,12.2859730952528,"large",-0.0886189087106663,12.3363132289317,-30675.8995968846
"316",226900,1718,3,3,"yes",2,"no",1976,"medium",2,49613,"no",12.171684721663,12.3410471732978,"huge",-0.112484293282466,12.4447489640504,-38542.2501076306
"317",215000,1776,4,2,"no",1,"no",1980,"medium",2,22839,"no",12.0802765782093,12.1863584825454,"large",-0.0365372873956425,12.3149305945054,-26780.4648738731
"318",222950,2609,4,3,"yes",2,"no",1961,"medium",1,26087,"no",12.6830422925631,12.6254344944099,"large",-0.251885829504963,12.5665886395606,-95879.7068367078
"319",239900,2226,3,3,"yes",2,"no",1955,"medium",2,13520,"no",12.4797350175098,12.4052776178226,"large",0.105954728174191,12.2820227206536,12818.752016979
"320",176000,1556,2,1,"yes",3,"no",1959,"medium",3,15623,"no",12.0642424312189,12.119496833558,"large",0.0905643974739533,11.9876748765463,25648.3002136971
"321",228000,1764,2,2,"yes",2,"no",1985,"medium",3,8105,"no",12.2013815200797,12.1414807845782,"large",0.162958791681892,12.1741421162547,25922.6769747525
"322",204900,1626,3,3,"yes",2,"yes",1968,"medium",2,15288,"no",12.1112143184231,12.1520592604166,"large",0.0620840479276639,12.1681932862993,22343.8489782596
"323",258000,2012,5,3,"yes",2,"no",1967,"medium",2,21303,"no",12.3553019949797,12.3721034071244,"large",0.104961014524559,12.3557538493792,12696.7140210487
"324",241850,2090,4,4,"yes",2,"no",1963,"medium",7,22010,"no",12.4015558007851,12.4093391714577,"large",-0.0178436653009407,12.4139166435521,-9827.70487702656
"325",198500,2192,4,2,"yes",2,"no",1963,"medium",2,22851,"no",12.4604843504283,12.45586296648,"large",-0.157802071542275,12.3563464506517,-61943.1168266744
"326",243000,2228,4,4,"yes",2,"no",1965,"medium",7,21881,"no",12.4808613030385,12.4649454612272,"large",-0.0750791348599862,12.4758958571827,-30088.3527180003
"327",187000,1825,4,2,"yes",2,"no",1963,"medium",2,15810,"no",12.2402084720906,12.2517992185258,"large",-0.0244152993066943,12.1632791951434,-9387.92992456988
"328",233000,2132,4,3,"yes",2,"no",1966,"medium",2,17159,"no",12.4260342305376,12.3963724354541,"large",0.00117954104603885,12.3576141915018,-15512.4061584806
"329",205000,2160,3,2,"yes",2,"no",1983,"medium",7,16555,"no",12.4421869470521,12.403479466255,"large",-0.190378077283863,12.4211433354044,-76908.174718215
"330",205000,1974,3,2,"yes",2,"no",1954,"medium",1,26196,"no",12.3323942267456,12.3808234050194,"large",-0.0107655963929971,12.2415308545135,-15707.0012214307
"331",189000,1696,3,3,"yes",2,"no",1968,"medium",1,31851,"no",12.1573550223584,12.2762114851516,"large",-0.163570314137198,12.313072608179,-36729.3931793816
"332",204900,2132,3,3,"yes",2,"no",1969,"medium",7,23986,"no",12.4260342305376,12.4373317105363,"large",-0.201195789273247,12.4314731235002,-65321.3005870253
"333",239000,1814,4,3,"yes",2,"yes",1979,"medium",2,24698,"no",12.233253538621,12.3012347807468,"large",-0.00112260639921851,12.3853414373129,-12260.2618775156
"334",193000,1796,3,2,"yes",2,"no",1963,"medium",2,29281,"no",12.2218284651669,12.3136385537567,"large",-0.0826466249685483,12.2530920928556,-28426.6571366151
"335",260000,2268,5,3,"yes",2,"no",1971,"medium",3,35240,"no",12.5032445250517,12.538953672807,"huge",-0.0878764349157257,12.5563133449134,-49592.8164648075
"336",188000,1719,2,3,"yes",2,"no",1960,"medium",1,22009,"no",12.1723341208951,12.2421349623309,"large",-0.0654956693887211,12.2096929112008,-7195.2801478053
"337",190500,1704,3,2,"yes",2,"no",1984,"medium",3,22583,"no",12.1625753213429,12.2380396252207,"large",-0.155350105252093,12.312757578801,-49675.1914240702
"338",230000,2142,3,2,"yes",2,"no",1959,"medium",1,22223,"no",12.4318183244957,12.4321143967668,"large",0.0379329625046812,12.3079016254007,-14640.2632746286
"339",240000,1705,4,2,"yes",2,"no",1972,"medium",1,42322,"no",12.1632270953844,12.3153325049404,"huge",0.0503439109183824,12.3380502914057,-5246.2511473886
"340",235000,1752,4,3,"yes",2,"no",1978,"medium",2,39267,"no",12.1936691335531,12.328733985297,"huge",-0.064553526673752,12.4318943198,-27936.235014513
"341",275000,2554,5,3,"yes",2,"yes",1966,"medium",7,22381,"no",12.6553767866031,12.5881309954493,"large",-0.029389048290088,12.5539154249388,-39804.6214232194
"342",205000,1650,3,2,"yes",2,"no",1965,"medium",3,27235,"no",12.1271276236835,12.2345558535876,"large",0.0295284571511081,12.2012368009694,1541.4101597081
"343",280000,2816,5,3,"yes",2,"no",1946,"medium",5,29109,"no",12.7825653607505,12.7041848985371,"large",-0.0203067549585662,12.56285163711,-39943.236597261
